pais_codigo,pais_nombre,anio,pib_usd,crecimiento_pib_pct,pib_per_capita_usd,inflacion_pct,desempleo_pct,exportaciones_pct_pib,importaciones_pct_pib,fecha_extraccion,region,es_colombia
MX,Mexico,2014,1364507717614.13,2.50376350288664,11391.3773497683,4.01861608078679,4.819,31.462992199988,32.6354168351336,2026-03-05T21:35:13.377882,América Latina,False
MX,Mexico,2015,1213294467716.88,2.70232342550646,10021.2386118827,2.72064064964023,4.311,34.1627726873238,36.2502019889402,2026-03-05T21:35:13.377882,América Latina,False
MX,Mexico,2016,1112233497452.7,1.77249323845399,9097.92397674769,2.8217078474766,3.853,36.8156772514808,38.8746261573743,2026-03-05T21:35:13.377882,América Latina,False
MX,Mexico,2017,1190721475906.0,1.87172853327193,9649.27816772402,6.04145724018986,3.419,37.5140886198874,39.438037420838,2026-03-05T21:35:13.377882,América Latina,False
MX,Mexico,2018,1256300182879.73,1.97208209405635,10084.7937562021,4.89935015356551,3.275,39.0439304419331,41.1687312149645,2026-03-05T21:35:13.377882,América Latina,False
MX,Mexico,2019,1304106203902.45,-0.392690505066824,10369.5553585271,3.63596142127046,3.477,38.5296507920009,38.9323214651119,2026-03-05T21:35:13.377882,América Latina,False
MX,Mexico,2020,1121064767308.42,-8.35403458167995,8841.27075039868,3.39683415570006,4.44,39.2353720904115,37.6191836151901,2026-03-05T21:35:13.377882,América Latina,False
MX,Mexico,2021,1316569466685.95,6.0484834621255,10314.0506722115,5.68920847683753,4.019,40.5691932010194,42.5001044347701,2026-03-05T21:35:13.377882,América Latina,False
MX,Mexico,2022,1466934724293.06,3.70975709163623,11405.7940473759,7.8962761916855,3.256,42.9322902133702,45.8661953733484,2026-03-05T21:35:13.377882,América Latina,False
MX,Mexico,2023,1798317581486.88,3.35354140652768,13860.9597809326,5.52796087314389,2.765,36.0693951643755,37.509466472149,2026-03-05T21:35:13.377882,América Latina,False
PE,Peru,2000,51744749133.213,2.69437139806912,1945.41338451698,3.75733833344474,4.959,16.7683737208169,18.7696584415009,2026-03-05T21:35:13.377882,América Latina,False
PE,Peru,2001,52030158775.4055,0.617892325624297,1929.57273038846,1.97709878502053,5.068,16.6013795219337,18.4630219090874,2026-03-05T21:35:13.377882,América Latina,False
PE,Peru,2002,54777553515.0809,5.45352893818767,2007.37019626753,0.193135003853722,4.84,17.2748078529874,17.9743734787821,2026-03-05T21:35:13.377882,América Latina,False
PE,Peru,2003,58731030121.8671,4.16502313666112,2129.44114197634,2.25937753363072,4.15,19.0146669472489,18.6099433778513,2026-03-05T21:35:13.377882,América Latina,False
